Path_1,Path_2,Path_3,Path_4,Path_5
100706.32206103261,111255.4026036886,130598.42440068892,107815.89129217988,134151.86567596285
101163.94108838325,109104.07615697244,130882.50369395126,107258.84069599629,133373.21309140162
100203.35090402246,110304.57798845114,130964.27946987268,107895.46536068946,131552.30669481767
98107.05042826672,110050.44003987232,129341.12117140526,108404.9300798736,130941.62760653984
98408.93706780193,110908.42761164819,130829.27191948036,108457.07047863629,129578.12398416262
97648.29395174682,113569.97693027879,130224.67697793059,106844.75229636852,130378.49647635584
97281.76399095732,113214.22614173462,129434.15115040842,105496.80173159686,131292.4120102901
96725.21813309615,112782.7067420032,131144.27471535426,104715.08947172356,129646.47896827155
96627.72792835163,112961.65248724763,132715.6751438217,102517.11479741952,129313.76492200985
97696.41149669848,114122.04807230919,134271.17102884775,104001.59412309877,131765.6313397163
97888.92087599821,113520.95238036162,133838.561220201,104425.61198073703,130526.02916818068
97772.79051423805,112850.08714709501,133823.871279995,104436.09521738271,131135.11298234563
96799.31205624052,114088.26619473095,133797.30135637906,102190.47288977388,131325.9433349144
95216.95021146601,114565.88454090712,134897.80848528433,100367.52682728566,132813.71860717284
94791.98943189382,112269.1498737541,137047.49229987882,100405.3238445999,133259.26459387364
94778.92467777868,110938.32057781694,137606.84691868658,102423.96280530728,132737.8271176034
96492.46120879757,112648.14176128985,140379.47501009254,101749.35331910693,132879.5434925877
96656.76328537827,113145.9657600957,141695.10361395124,102668.96195408251,133040.81932005062
97645.31019357385,112328.83019924349,141419.08241062146,102217.31871851161,132972.04362599252
97196.82958167486,112182.3425568046,142647.60610996548,102314.66973572405,131271.18298359402
96083.9805402245,112242.0647034528,145138.1481216532,103598.39537194633,132955.5085775155
95195.09153042678,113112.76384362472,148096.48300544248,103281.43439247948,134426.57298133298
94542.78995110164,111621.63968296115,149913.46593709188,102609.99671838734,133076.67608625724
96592.92173539104,110727.60712135064,150011.92078680586,104106.12286612653,132729.71108124222
95838.15751187706,111074.13554005943,149746.85984249588,104195.19379649662,132484.04740705556
96680.08537867872,111007.67479702007,150669.4045785263,105373.85513286872,131004.83811009303
95845.80664614837,111686.88544869714,153251.839745179,104693.9314987071,128611.64661690984
96777.01863749398,110358.36168440434,153977.89964111726,106208.51160404616,127800.63102384016
97188.27351316246,110796.62638531633,154739.36943047674,106541.61046431372,127396.26683642495
97074.91515416652,112050.38286031541,154880.79789392,107047.45684756812,125611.1478800516
97074.17493256752,112640.68505937535,154434.90991905148,107231.18166065804,125883.69614016384
96477.3748496425,112842.43775006458,154246.29160373585,106732.04733712845,127397.89611403338
96946.32454950627,112779.37733062658,154516.87968048643,106772.9440579692,128521.69352553014
96544.01331782827,111882.94914982557,157233.44093633894,106343.08660837797,128410.2836560469
95399.38193135987,111847.1481809175,156919.42409033098,107406.03474346695,126098.36988956737
94218.39713676288,113300.83211210469,157064.75042648922,107230.90150595347,127051.29822235575
94418.69406534708,113211.29215652097,155768.37306409574,105669.0756750907,127288.11189293707
95947.41888537604,112249.21807938197,156946.96496643848,103936.71176792948,127879.17565241462
96139.30567658698,111741.57425845605,159154.70524425164,102183.59238361486,130406.19962348577
96063.70333586926,112010.70417223837,161803.83188478102,102855.93054051716,129382.75660321167
96376.70399200777,111637.13279548314,162197.60501118688,101712.68243805604,125714.99360431131
97673.93610633982,112223.56631917536,163194.07294494944,102058.59280325174,124440.92924663516
97927.285204993,112855.20966029288,163008.76554935804,102238.80227105261,125095.54461784374
